Name,Categories,ReviewsNum,Rating,Zip,Latitude,Longitude,Address
Brass Bear Brewing & Bistro,Brewpubs,260,4.5,93101,34.41417,-119.68856,"28 Anacapa St Ste E Santa Barbara, CA 93101"
Giannfranco's Trattoria,Italian,259,4,93013,34.39659882,-119.5207214,"666 Linden Ave Carpinteria, CA 93013"
Cubanissimo Cuban Coffee House & Cafe,"Cuban, Coffee & Tea, Sandwiches",259,4.5,93455,34.866128,-120.419895,"4869 S Bradley Rd Ste 118 Orcutt, CA 93455"
Island Brewing Company,Breweries,258,4.5,93013,34.39598031,-119.520957,"5049 6th St Carpinteria, CA 93013"
Jane At The Marketplace,"American (New), Venues & Event Spaces",257,4,93117,34.42975,-119.87028,"6940 Marketplace Dr Goleta, CA 93117"
Old Town Coffee,Coffee & Tea,257,4.5,93117,34.43575457,-119.8283771,"5877 Hollister Ave Goleta, CA 93117"
Little Kitchen,"Comfort Food, Diners, Burgers",253,4.5,93101,34.418031,-119.698437,"17 W Ortega St Santa Barbara, CA 93101"
Sushi Teri,Japanese,253,3,93117,34.4414433,-119.8251058,"5746 Calle Real Goleta, CA 93117"
Live Oak Cafe,Cafes,252,4.5,93105,34.43029,-119.72093,"2220 Bath St Santa Barbara, CA 93105"
El Paseo Mexican Restaurant,Mexican,251,3.5,93101,34.4209747,-119.6988257,"10 El Paseo Santa Barbara, CA 93101"
The Gathering Table,"American (New), Seafood",251,4.5,93463,34.63560567,-120.1150443,"2436 Baseline Ave The Ballard Inn Solvang (Ballard), CA 93463"
Kyoto,"Japanese, Sushi Bars, Vegetarian",251,3.5,93105,34.44065,-119.73392,"3232 State St Santa Barbara, CA 93105"
Itsuki,"Japanese, Sushi Bars, Soup",247,3,93117,34.42991786,-119.8775024,"7127 Hollister Ave Ste 30 Goleta, CA 93117"
Orcutt Burgers,"Burgers, Breakfast & Brunch, American (Traditional)",246,3.5,93455,34.86528015,-120.4191971,"1099 E Clark Ave Santa Maria, CA 93455"
Bettina,"Pizza, Italian",245,4.5,93108,34.42259,-119.65154,"1014 Coast Village Rd Santa Barbara, CA 93108"
Pappy's Restaurants,"Mexican, Diners, Breakfast & Brunch",245,3.5,93454,34.92384925,-120.4159415,"1275 E Betteravia Rd Santa Maria, CA 93454"
Brekkies,Breakfast & Brunch,243,4.5,93463,34.59617544,-120.1395878,"1655 Mission Dr Solvang, CA 93463"
Nutbelly Pizzeria and Deli,"Italian, Pizza",241,4,93013,34.39864349,-119.5191879,"915 Linden Ave Carpinteria, CA 93013"
Cajé Coffee Roasters - Isla Vista,"Coffee & Tea, Bagels, Acai Bowls",239,4.5,93117,34.411997,-119.855139,"948 Embarcadero Del Norte Isla Vista, CA 93117"
Chuck's of Hawaii,"Steakhouses, Seafood",237,3.5,93105,34.4406206,-119.7503504,"3888 State St Santa Barbara, CA 93105"
The Bistro,"American (New), French, Seafood",236,3.5,93117,34.433341,-119.918381,"8301 Hollister Ave The Ritz Carlton Santa Barbara, CA 93117"
Domingo's Cafe,"Breakfast & Brunch, American (Traditional), Mexican",235,4,93117,34.4359326,-119.8259593,"5782 Hollister Ave Goleta, CA 93117"
Hana Kitchen,"Bubble Tea, Asian Fusion, Vegan",234,3,93101,34.416504,-119.6956177,"503 State St Santa Barbara, CA 93101"
Gino's Sicilian Express,"Pizza, Sandwiches, Italian",233,4,93101,34.4220422,-119.7037809,"12 W Figueroa St Santa Barbara, CA 93101"
Kai Sushi Shabu-Shabu,Sushi Bars,232,2.5,93101,34.41955,-119.69899,"738 State St Santa Barbara, CA 93101"
Sun Sushi,"Japanese, Sushi Bars",231,4.5,93105,34.44019263,-119.7415157,"3631 State St Santa Barbara, CA 93105"
Three Pickles Subs and Sandwiches,"Delis, Sandwiches",230,4.5,93101,34.422226,-119.698622,"126 E Canon Perdido St Santa Barbara, CA 93101"
Tre Lune,Italian,229,4,93108,34.4209378,-119.646244,"1151 Coast Village Rd Montecito, CA 93108"
Szechuan Restaurant,Szechuan,226,3.5,93109,34.4017649,-119.7224196,"1994 Cliff Dr Santa Barbara, CA 93109"
Presto Pasta,Italian,226,4,93105,34.4370613,-119.7256775,"2830 De La Vina St Santa Barbara, CA 93105"
Backyard Bowls,"Juice Bars & Smoothies, Breakfast & Brunch, Acai Bowls",224,4,93117,34.44151449,-119.8231256,"5668 Calle Real Goleta, CA 93117"
Pattaya Thai Restaurant,Thai,224,3.5,93117,34.43635,-119.82931,"5918 Hollister Ave Goleta, CA 93117"
peasants FEAST,American (Traditional),224,4.5,93463,34.59560526,-120.1422291,"487 Atterdag Rd Solvang, CA 93463"
Petrini's Italian Restaurant - Santa Barbara,"Pizza, Italian",224,3.5,93105,34.43980386,-119.7283962,"14 W Calle Laureles Santa Barbara, CA 93105"
Corktree Cellars Wine Bar & Bistro,"American (New), Wine Bars",223,4,93013,34.3983227,-119.5188107,"910 Linden Ave Carpinteria, CA 93013"
Papa Napoli Italian Deli,"Delis, Sandwiches",221,4.5,93454,34.9231796,-120.4323196,"325 E Betteravia Rd Santa Maria, CA 93454"
In-N-Out Burger,"Fast Food, Burgers",221,4,93111,34.442941,-119.790779,"4865 Calle Real Goleta, CA 93111"
Actor's Corner Café,"Modern European, Italian",221,4.5,93463,34.5947461,-120.1414375,"443 2nd St Solvang, CA 93463"
Ichiban,"Japanese, Sushi Bars",221,3.5,93109,34.4017849,-119.720842,"1812 Cliff Dr Santa Barbara, CA 93109"
Jack's In Old Orcutt,"American (Traditional), Breakfast & Brunch",219,3.5,93455,34.86442,-120.44695,"156 S Broadway St Ste C Orcutt, CA 93455"
Rosales Mexican Restaurant,"Mexican, Seafood, Breakfast & Brunch",217,4.5,93103,34.4238273,-119.6836649,"827 E Montecito St Santa Barbara, CA 93103"
Chow-Ya,"Asian Fusion, Japanese, Korean",216,4.5,93436,34.639228,-120.449546,"713 E Ocean Ave Lompoc, CA 93436"
Boonie Thai Cuisine,"Thai, Seafood",215,4,93454,34.95278,-120.42761,"618 E Main St Santa Maria, CA 93454"
Mandarin Palace,Chinese,213,3.5,93105,34.4391031,-119.7526713,"3955 State St Santa Barbara, CA 93105"
Thai Hut Restaurant,Thai,213,4,93455,34.88283157,-120.435791,"120 E Foster Rd Santa Maria, CA 93455"
South Coast Deli- Carrillo,"Delis, Sandwiches",212,4.5,93101,34.42168,-119.70128,"10 E Carrillo St Santa Barbara, CA 93101"
Delgado's Mexican Foods,Mexican,211,3.5,93013,34.40208817,-119.5297546,"4401 Carpinteria Ave Carpinteria, CA 93013"
Phamous Cafe,Vietnamese,211,4,93117,34.428242,-119.876408,"7127 Hollister Ave Ste 25 Goleta, CA 93117"
Gino's Pizza Buellton,"Pizza, Italian",209,4,93427,34.614555,-120.193393,"383 Avenue of Flags Ste E and F Buellton, CA 93427"
On The Alley - Goleta,"American (Traditional), Burgers, Breakfast & Brunch",209,4,93117,34.429785,-119.872615,"7038 Market Pl Dr Goleta, CA 93117"
Masala Spice Indian Cuisine,Indian,209,4,93117,34.4414748,-119.8256831,"5796 Calle Real Goleta, CA 93117"
Suvans Kitchen,"Thai, Chinese, Laotian",206,4,93436,34.661272,-120.458653,"129 W Central Ave Lompoc, CA 93436"
Red Robin Gourmet Burgers and Brews,"Burgers, American (Traditional)",206,2.5,93454,34.95085388,-120.4346205,"101 Town Ctr E Santa Maria, CA 93454"
Sushi Ai,Japanese,204,3,93117,34.429533,-119.872188,"7020 Marketplace Dr Goleta, CA 93117"
Super Cucas,"Mexican, Fast Food, Breakfast & Brunch",203,3.5,93117,34.4123151,-119.8545906,"6527 Madrid Rd Isla Vista, CA 93117"
Maya Mexican Restaurant,Mexican,200,3.5,93458,34.952485,-120.437193,"110 S Lincoln St Ste 106 Santa Maria, CA 93458"
Tee-Off Restaurant and Lounge,"Steakhouses, Bars",200,4,93105,34.44009,-119.74135,"3627 State St Santa Barbara, CA 93105"
First & Oak,"Modern European, American (New)",199,4.5,93463,34.593866,-120.140682,"409 1st St Solvang, CA 93463"
Pizzeria Bello Forno,"Pizza, Wine Bars, Italian",198,4.5,93455,34.8652649,-120.4467466,"119 E Clark Ave Orcutt, CA 93455"
Yanagi Sushi & Grill,"Sushi Bars, Teppanyaki",198,2.5,93454,34.915916,-120.4362372,"2431 S Broadway Santa Maria, CA 93454"
Nook,"American (Traditional), Soul Food",197,4,93101,34.4157328,-119.6884605,"116 Santa Barbara St Santa Barbara, CA 93101"
Pepe's Mexican Restaurant,Mexican,197,3.5,93117,34.43519,-119.82859,"254 Orange Ave Goleta, CA 93117"
Kanaloa Seafood,"Seafood, Seafood Markets",197,4,93103,34.4178811,-119.6999881,"715 Chapala St Santa Barbara, CA 93103"
Home Plate Grill,"Burgers, Pizza, Breakfast & Brunch",196,4.5,93117,34.4328449,-119.8842221,"7398 Calle Real Ste C Goleta, CA 93117"
Magic Dragon Asian Cuisine,"Chinese, Asian Fusion, Japanese",196,4,93454,34.94422,-120.43552,"800 S Broadway Ste 105 Santa Maria, CA 93454"
Viking Garden Restaurant,"American (Traditional), Pubs, Mexican",196,3,93463,34.5946518,-120.1384287,"446 Alisal Rd Ste C Solvang, CA 93463"
Sushi Teri House,"Japanese, Sushi Bars",194,3.5,93101,34.4185472,-119.7059044,"1013 Bath St Santa Barbara, CA 93101"
Tinker's Burgers,Burgers,192,4,93067,34.421565,-119.601296,"2275 Ortega Hill Rd Ste C Summerland, CA 93067"
Umami Sushi,"Sushi Bars, Japanese, Korean",191,4,93436,34.64838105,-120.4589829,"697 N H St Lompoc, CA 93436"
Tequila Mexican Restaurant,Mexican,190,4.5,93427,34.61401,-120.1945,"35 W Hwy 246 Buellton, CA 93427"
China Palace,"Chinese, Seafood, Vegetarian",190,3.5,93108,34.42176,-119.64945,"1070 Coast Village Rd Santa Barbara, CA 93108"
Panino Solvang,Delis,189,4,93463,34.59541,-120.13991,"475 1st St Solvang, CA 93463"
Shang Hai,"Chinese, Vegetarian",189,4.5,93103,34.4300129,-119.6898256,"830 N Milpas St Santa Barbara, CA 93103"
Outpost,"American (Traditional), Breakfast & Brunch",188,4,93117,34.441628,-119.821002,"5650 Calle Real Goleta, CA 93117"
Hook And Press Donuts,"Donuts, Coffee & Tea, Breakfast & Brunch",187,4.5,93101,34.42287612,-119.7039008,"1131 State St Santa Barbara, CA 93101"
Alfie's Fish & Chips,Fish & Chips,186,4,93436,34.6476,-120.457298,"610 N H St Lompoc, CA 93436"
China King,Chinese,185,3.5,93117,34.44122621,-119.8283881,"5915 Calle Real Ste B Goleta, CA 93117"
Cal Taco,"Mexican, American (Traditional), Burgers",185,4,93117,34.43039176,-119.8823127,"7320 Hollister Ave Ste 1 Goleta, CA 93117"
Saigon Vietnamese Restaurant,Vietnamese,185,3,93105,34.43953,-119.751516,"3987 State Street Santa Barbara, CA 93105"
Shintori Sushi Factory,"Japanese, Sushi Bars, Specialty Food",185,3.5,93105,34.440233,-119.728322,"3001 State St Santa Barbara, CA 93105"
Giovanni's Pizza Carpinteria,Pizza,183,3,93013,34.39858,-119.51829,"5003 Carpinteria Ave Carpinteria, CA 93013"
Jack's Bistro and Famous Bagels,"Bagels, Breakfast & Brunch, Sandwiches",183,3.5,93013,34.39866,-119.51746,"5050 Carpinteria Ave Carpinteria, CA 93013"
Uniboil,"Asian Fusion, Hot Pot, Bubble Tea",182,4,93117,34.4355451,-119.8203407,"5599 Hollister Ave Unit C Goleta, CA 93117"
Meun Fan Thai Cafe,"Thai, Salad, Soup",182,3.5,93109,34.401169,-119.721505,"1819 Cliff Dr Santa Barbara, CA 93109"
Pho Bistro,"Vietnamese, Chinese, Bubble Tea",181,3,93117,34.4129311,-119.8555249,"903 Embarcadero Del Norte Isla Vista, CA 93117"
Angel Oak At Bacara,"American (New), Seafood, Steakhouses",181,4,93117,34.43352,-119.920549,"8301 Hollister Ave Santa Barbara, CA 93117"
Taffy's Pizza,Pizza,180,4,93105,34.4296608,-119.7174835,"2026 De La Vina St Santa Barbara, CA 93105"
Embermill,Caribbean,180,4.5,93101,34.422,-119.7031,"1031 State St Santa Barbara, CA 93101"
Herb Home Thai Restaurant,"Thai, Noodles, Soup",179,4,93436,34.64493,-120.457491,"426 N H St Lompoc, CA 93436"
SB Sunshine Cafe,Breakfast & Brunch,178,4.5,93105,34.4407,-119.7387,"3514 State St Santa Barbara, CA 93105"
Plaza Deli,"Sandwiches, Salad, Hot Dogs",178,4,93105,34.436708,-119.748708,"140 S Hope Ave Santa Barbara, CA 93105"
Woody's Butcher Block,"Butcher, Cheese Shops, Sandwiches",177,4.5,93454,34.9527717,-120.4269685,"700 E Main St Ste 104 Santa Maria, CA 93454"
Osteria Grappolo,"Italian, Salad, Wine Bars",177,4,93463,34.595931,-120.1437291,"1546 Mission Dr Solvang, CA 93463"
D & A Hawaiian BBQ,"Hawaiian, Barbeque",176,3.5,93454,34.97316641,-120.434189,"1836 N Broadway Santa Maria, CA 93454"
Ha Ha Sushi,Sushi Bars,176,3.5,93455,34.866412,-120.419113,"4869 S Bradley Rd Ste 128 Santa Maria, CA 93455"
In-N-Out Burger,"Burgers, Fast Food",174,4,93454,34.937343,-120.418839,"1330 S Bradley Rd Santa Maria, CA 93454"
Yoichi's,Japanese,174,4.5,93101,34.42713547,-119.7024307,"230 E Victoria St Santa Barbara, CA 93101"
Tacos Don Roge,Tacos,169,4,93013,34.39746,-119.52062,"751 Linden Ave Carpinteria, CA 93013"
California Tacos ,Mexican,169,4,93463,34.59944,-120.128156,"606 Alamo Pintado Rd Solvang, CA 93463"
Olive Garden Italian Restaurant,"Italian, Salad, Soup",169,3,93454,34.93905,-120.41865,"1210 S Bradley Rd Santa Maria, CA 93454"
The Natural Cafe,"Cafes, Mexican, Vegetarian",166,4,93454,34.916282,-120.437553,"2407 S Broadway Santa Maria, CA 93454"
Barb's Pies,Pizza,165,4.5,93101,34.418175,-119.696062,"18 E Cota St Santa Barbara, CA 93101"
Mesa Pizza,"Pizza, Italian, Sandwiches",165,4,93109,34.40063,-119.72253,"315 Meigs Rd Ste K Santa Barbara, CA 93109"
Bravo Pizza Lompoc,Pizza,163,4.5,93436,34.66122,-120.458778,"129 W Central Ave Ste C2 Lompoc, CA 93436"
Guicho's Eatery,"Italian, Desserts, Sandwiches",162,4.5,93013,34.39856,-119.51927,"901 Linden Ave Carpinteria, CA 93013"
Panera Bread,"Sandwiches, Salad, Soup",162,3,93454,34.922693,-120.426908,"540 E Betteravia Rd Suites, A, B and C Santa Maria, CA 93454"
La Botte Bistro,"Italian, Salad, Desserts",162,4.5,93427,34.61043434,-120.1896425,"225 McMurray Rd Buellton, CA 93427"
Sushi GoGo,"Japanese, Sushi Bars",162,3.5,93101,34.40348066,-119.6936423,"119 Harbor Way Ste B Santa Barbara, CA 93101"
Oaxaca Fresh,Mexican,161,3,93013,34.3972478,-119.5206468,"721 Linden Ave Carpinteria, CA 93013"
The Nugget Bar and Grill,"American (Traditional), Bars",161,3,93117,34.4411542,-119.8223987,"5687 Calle Real Goleta, CA 93117"
Sake Sushi,"Korean, Sushi Bars, Japanese",160,4,93436,34.65986614,-120.4579899,"1325 N H St Ste C Lompoc, CA 93436"
The Nugget,"American (Traditional), Burgers, Sandwiches",159,4,93067,34.42174,-119.59949,"2318 Lillie Ave Summerland, CA 93067"
Sushiya Express,"Japanese, Sushi Bars",159,3.5,93117,34.41195,-119.857433,"955 Embarcadero Del Mar Goleta, CA 93117"
Panino,"Sandwiches, Salad, Soup",159,4,93101,34.42274,-119.69795,"834 Santa Barbara St Santa Barbara, CA 93101"
Choi's Oriental Market,"Korean, International Grocery",158,4.5,93111,34.4355666,-119.8092569,"185 S Patterson Ave Ste D Santa Barbara, CA 93111"
Santa Maria Burgers,Burgers,156,2.5,93454,34.927842,-120.436644,"1785 S Broadway Santa Maria, CA 93454"
Los Altos Restaurant,"Mexican, Seafood, Breakfast & Brunch",155,4,93103,34.42494098,-119.6833666,"318 N Milpas St Santa Barbara, CA 93103"
Sushi Teri,Sushi Bars,155,3,93013,34.3986596,-119.5184099,"970 Linden Ave Carpinteria, CA 93013"
Country Catering Company,"Delis, Meat Shops",154,4.5,93117,34.44083,-119.828674,"5925 Calle Real Goleta, CA 93117"
The Natural Cafe,"Tex-Mex, Vegetarian, Sandwiches",153,4,93105,34.4354209,-119.7456594,"361 Hitchcock Way Santa Barbara, CA 93105"
Cajun Kitchen Cafe,"Cajun/Creole, Breakfast & Brunch",151,4,93436,34.66249,-120.4573,"1508 N H St Lompoc, CA 93436"
A-Ru Sushi,"Sushi Bars, Ramen",151,4,93427,34.61076355,-120.1895828,"225 McMurray Rd Buellton, CA 93427"
El Rancho Market,"Grocery, Beer, Wine & Spirits, Delis",150,4.5,93463,34.60597,-120.10126,"2886 Mission Dr Solvang, CA 93463"
SB Munchiez,"Fast Food, Food Delivery Services, Burgers",149,4,93110,34.4397058,-119.7708382,"4427 Hollister Ave Santa Barbara, CA 93110"
Ca' Dario Goleta,"Italian, Pizza, Wine Bars",148,4,93117,34.42914,-119.86902,"250 Storke Rd Unit B Goleta, CA 93117"
Pizza My Heart,Pizza,148,4,93117,34.41099,-119.855278,"6533 Trigo Rd Isla Vista, CA 93117"
Sissy's Uptown Cafe,American (Traditional),148,4,93436,34.63824844,-120.4588165,"112 S I St Lompoc, CA 93436"
El Toro Bronco,Mexican,148,3.5,93436,34.65445429,-120.4576246,"1030 N H St Lompoc, CA 93436"
Klondike Pizza,"Pizza, Burgers, Salad",147,4,93454,34.922316,-120.43772,"2059 S Broadway Santa Maria, CA 93454"
Dune Coffee Roasters,"Coffee & Tea, Coffee Roasteries",147,4,93117,34.42914581,-119.8690262,"250 A Storke Rd Goleta, CA 93117"
Meun Fan Thai Cafe,Thai,147,3.5,93117,34.44150492,-119.8230234,"5664 Calle Real Goleta, CA 93117"
Fatte's Pizza of Santa Maria,"Pizza, Sandwiches",146,4,93454,34.9284139,-120.4358151,"1772 S Broadway Santa Maria, CA 93454"
Crushcakes Cafe & Simply Pies,"Cafes, Bakeries, Desserts",146,3.5,93111,34.43541212,-119.8123352,"5392 Hollister Ave Goleta, CA 93111"
South Side Coffee Co,Coffee & Tea,146,4,93436,34.63870013,-120.458089,"105 S H St Lompoc, CA 93436"
Crumbles Café & Bake Shop,"Breakfast & Brunch, Diners, Bakeries",146,3.5,93454,34.9302599,-120.43645,"1635 S Broadway Santa Maria, CA 93454"
Red Lobster,"Seafood, American (Traditional)",146,3,93454,34.93319,-120.418546,"1525 S Bradley Rd Santa Maria, CA 93454"
Applebee's Grill + Bar,"American (Traditional), Sports Bars, Burgers",144,2.5,93436,34.661191,-120.466805,"621 W Central Ave Lompoc, CA 93436"
Tom's,"Burgers, Breakfast & Brunch, Sandwiches",143,4,93436,34.64748764,-120.4568481,"115 E College Ave Ste 13 Lompoc, CA 93436"
Viet Kitchen,Vietnamese,143,4,93455,34.895329,-120.438338,"3558 Skyway Dr Santa Maria, CA 93455"
Applebee's Grill + Bar,"American (Traditional), Sports Bars, Burgers",142,2.5,93454,34.935304,-120.418818,"1415 S Bradley Santa Maria, CA 93454"
Sanger Family of Wines,"Wine Tasting Room, Olive Oil",142,4.5,93463,34.5958297,-120.1425266,"1584 Mission Dr Solvang, CA 93463"
Los Olivos Grocery,"Grocery, Beer, Wine & Spirits, Delis",142,4,93441,34.65830623,-120.1019942,"2621 W Hwy 154 Los Olivos, CA 93441"
Blaze Pizza,"Salad, Fast Food, Pizza",140,3.5,93105,34.4402752,-119.7520355,"3925 State St Santa Barbara, CA 93105"
Rusty's Pizza Parlor,Pizza,140,3.5,93101,34.413168,-119.691316,"111 State St Santa Barbara, CA 93101"
Hugos Restaurant,"Breakfast & Brunch, American (Traditional), Asian Fusion",139,4.5,93013,34.3962952,-119.5131005,"1049 Casitas Pass Rd Carpinteria, CA 93013"
L&L Hawaiian Barbeque,"Hawaiian, Barbeque",139,3.5,93117,34.42840604,-119.876541,"7127 Hollister Ave Ste 21 Goleta, CA 93117"
Central Coast Specialty Foods,"Cheese Shops, Meat Shops, Delis",138,4,93436,34.647631,-120.456872,"115 E College Ave Ste 10 Lompoc, CA 93436"
Peebee & Jays,Sandwiches,138,4,93013,34.3959647,-119.5138223,"1007 Casitas Pass Rd Carpinteria, CA 93013"
Chubbies Hamburgers,Burgers,137,4,93105,34.43772,-119.72681,"2908 De La Vina St Santa Barbara, CA 93105"
Patricio's Pizzeria,Pizza,136,3.5,93455,34.86444,-120.44706,"156 S Broadway Ste E Orcutt, CA 93455"
Angela's Restaurant,Mexican,136,4.5,93436,34.63829803,-120.4608154,"115 S J St Lompoc, CA 93436"
Lo Mejor De Jalisco,Mexican,136,4,93458,34.95254898,-120.4533615,"116 S Blosser Rd Santa Maria, CA 93458"
Holiday Inn Express & Suites Carpinteria,"Hotels, Venues & Event Spaces",136,4,93013,34.39264,-119.50933,"5606 Carpinteria Ave Carpinteria, CA 93013"
Las Comadres,Salvadoran,134,4,93458,34.9530151,-120.4376368,"202 W Main St Santa Maria, CA 93458"
Dong Hae Sushi,"Sushi Bars, Japanese",133,4,93436,34.6471822,-120.457621,"600 N H St Lompoc, CA 93436"
Madam Lu,Chinese,132,3,93105,34.4407,-119.73928,"3524 State St Santa Barbara, CA 93105"
PokeCeviche,"Poke, Seafood, Asian Fusion",132,4,93117,34.41301403,-119.8572313,"901 Embarcadero Del Mar Goleta, CA 93117"
Satellite,"Wine Bars, Vegetarian",131,4.5,93101,34.42252,-119.70408,"1117 State St Santa Barbara, CA 93101"
The Lucky Hen Larder - Santa Ynez Valley Cheese Company,"Cheese Shops, Sandwiches, Coffee & Tea",130,5,93460,34.6124075,-120.077231,"1095 Meadowvale Rd Santa Ynez, CA 93460"
Pollofino's,Mexican,129,4,93117,34.4300851,-119.8667956,"6831 Hollister Ave Goleta, CA 93117"
Uncle Chen Restaurant,Chinese,128,4,93013,34.39637756,-119.5134888,"1025 Casitas Pass Rd Carpinteria, CA 93013"
Maverick Saloon,"American (Traditional), Bars, Gastropubs",127,4,93460,34.612946,-120.077103,"3687 Sagunto St Santa Ynez, CA 93460"
The Willows,"Seafood, Steakhouses",127,4,93460,34.60949883,-120.0852416,"3400 E Hwy 246 Santa Ynez, CA 93460"
Sam's To Go - Isla Vista,"Sandwiches, American (New), Beer Bar",127,4,93117,34.413137,-119.8566658,"6560 Pardall Rd Isla Vista, CA 93117"
OPPI’Z Bistro And Natural Pizza,"Pizza, Italian, Vegetarian",126,4.5,93101,34.42229,-119.70254,"1026 State St Santa Barbara, CA 93101"
Cubaneo,"Bars, Cuban, Sandwiches",126,4,93101,34.41658,-119.69451,"418 State St Santa Barbara, CA 93101"
Wild West Pizza & Grill,"Italian, Pizza",125,4,93436,34.65672201,-120.4593962,"1137 N H St Ste U & W Lompoc, CA 93436"
Bossie's Kitchen,American (Traditional),124,4.5,93103,34.43007,-119.69086,"901 N Milpas St Santa Barbara, CA 93103"
Valle Eatery & Bar,"Bars, Pizza, Breakfast & Brunch",122,4.5,93436,34.65734677,-120.4583142,"1201 N H St Lompoc, CA 93436"
Giovanni's of Santa Barbara,"Pizza, Salad, Sandwiches",122,3.5,93105,34.4405277,-119.7290589,"3020 State St Santa Barbara, CA 93105"
China Panda,Chinese,122,4,93427,34.60936477,-120.1859497,"272 E Hwy 246 Ste 106 Buellton, CA 93427"
Lao Wang,"Chinese, Noodles",122,3.5,93117,34.41331,-119.85477,"6530 Pardall Rd Ste B Goleta, CA 93117"
Hang Out,Thai,122,4,93455,34.866331,-120.420021,"4869 S Bradley Rd Ste B36 Santa Maria, CA 93455"
Chef Rick's,"American (New), Burgers, Sandwiches",122,4,93455,34.88327,-120.43549,"135 East Foster Rd Santa Maria, CA 93455"
Sake Sushi,"Sushi Bars, Japanese, Korean",122,3.5,93454,34.951357,-120.434208,"194 Town Ctr E Santa Maria, CA 93454"
Rusty's Pizza Parlor,Pizza,121,3.5,93013,34.39734,-119.51592,"5250 Carpinteria Ave Carpinteria, CA 93013"
The Big Bopper Drive-In,"Burgers, Mexican",121,3.5,93463,34.59565,-120.14477,"1510 Mission Dr Solvang, CA 93463"
Natural Cafe,"Cafes, Vegetarian",121,4,93117,34.4288744,-119.8733415,"6990 Market Pl Dr Goleta, CA 93117"
ASIE,"Dim Sum, Ramen, Sushi Bars",120,3,93101,34.416957,-119.69615,"511 State St Santa Barbara, CA 93101"
Panda Express,"Chinese, Fast Food",120,2.5,93454,34.92127,-120.43303,"236 E Betteravia Rd Santa Maria, CA 93454"
Wingman Rodeo,"Chicken Wings, Sandwiches",120,4,93103,34.429098,-119.688713,"730 N Milpas St Santa Barbara, CA 93103"
Sushi Teri,"Japanese, Sushi Bars, Salad",120,3.5,93436,34.63916755,-120.4598061,"213 W Ocean Ave Lompoc, CA 93436"
Institution Ale Company,Breweries,119,4.5,93108,34.41741,-119.69588,"516 State St Santa Barbara, CA 93108"
Reynaldo's  Bakery,"Bakeries, Mexican",118,4.5,93013,34.3982887,-119.5193817,"895 Linden Ave Carpinteria, CA 93013"
Rudys,"Mexican, Breakfast & Brunch",118,3,93013,34.396107,-119.514411,"1001 Casitas Pass Rd Carpinteria, CA 93013"
805 Tacos,"Tacos, Beer Bar, Seafood",118,4,93458,34.95290375,-120.4502792,"1018 W Main St Santa Maria, CA 93458"
Mollie's,Italian,118,4,93101,34.42390028,-119.7049458,"1218 State St Santa Barbara, CA 93101"
The Village Coffee Stop Cafe & Catering,"Coffee & Tea, Breakfast & Brunch, Barbeque",117,4,93436,34.700935,-120.46813,"3734 Constellation Rd Ste J Lompoc, CA 93436"
La Guerrerita Mexican Food,"Mexican, Breakfast & Brunch",117,4,93117,34.435922,-119.823073,"5698 Hollister Ave Ste A Goleta, CA 93117"
Rusty's Pizza Parlor,"Pizza, Sandwiches",115,3,93105,34.440102,-119.743497,"3731 State St Santa Barbara, CA 93105"
New Ocean Chinese Restaurant,Chinese,115,4,93458,34.950113,-120.437976,"331 Town Ctr W Santa Maria, CA 93458"
Kyle's Kitchen,"Burgers, Ice Cream & Frozen Yogurt, Salad",115,3.5,93117,34.430525,-119.872236,"7000 Hollister Ave Goleta, CA 93117"
Rudy's Restaurant,Mexican,115,3.5,93427,34.610248,-120.187707,"234 E Hwy 246 Buellton, CA 93427"
Events By Rincon,"Venues & Event Spaces, Cocktail Bars, American (Traditional)",115,4.5,93013,34.40622,-119.54756,"3805 Santa Claus Ln Carpinteria, CA 93013"
BBQ Land,Barbeque,115,2.5,93454,34.92439704,-120.4364357,"1975 S Broadway Ste A Santa Maria, CA 93454"
Thario's Kitchen,"Pizza, Italian",114,4.5,93013,34.40620781,-119.5477163,"3807 Santa Claus Ln Carpinteria, CA 93013"
Altamirano's Mexican Grill,Mexican,113,4,93117,34.43611,-119.8275,"5838 Hollister Ave Goleta, CA 93117"
PizzaMan Dan's,"Pizza, Sandwiches, Chicken Wings",112,4,93013,34.39705,-119.52111,"699 Linden Ave Carpinteria, CA 93013"
El Taco Grande,Mexican,112,3,93013,34.395856,-119.51167,"1096 Casitas Pass Rd Carpinteria, CA 93013"
Rusty's Pizza Parlor,"Pizza, Salad, Chicken Wings",111,3,93101,34.41854,-119.70534,"232 W Carrillo St Santa Barbara, CA 93101"
Casa Manana Mexican Restaurant,Mexican,110,3.5,93454,34.93077585,-120.4358852,"1640 S Broadway Santa Maria, CA 93454"
The Olive House,"Specialty Food, Wine Bars",110,4,93463,34.5957829,-120.1417085,"1661 Mission Dr Solvang, CA 93463"
Ichiban Japanese Restaurant,"Japanese, Sushi Bars",109,4,93454,34.92303,-120.43732,"2011 S Broadway Ste L Santa Maria, CA 93454"
Jade's Filipino Food,Filipino,109,4.5,93454,34.923339,-120.437791,"2025 S Broadway Santa Maria, CA 93454"
