ID,Name,Categories,ReviewsNum,Rating,Zip,lat,long,Address
5uNCvNy9L6peKeKP1RRPyg,Saigon Vietnamese Restaurant,"Vietnamese, Seafood, Noodles",361,3.5,93101,34.4243,-119.70525,"1230 State St Unit A Santa Barbara, CA 93101"
29t8lDBLiwkEd1HA356dOw,Bagel Cafe,"Bagels, Cafes",357,4,93117,34.41077,-119.85702,"6551 Trigo Rd Goleta, CA 93117"
qoheXtMhlmJI3mzodEnAJQ,Brother's Restaurant At the Red Barn,"American (Traditional), Bars, Salad",354,4.5,93460,34.61307,-120.0821753,"3539 Sagunto St Santa Ynez, CA 93460"
8GgoJz_vxjk2PoRIwUJihg,The Pantry On Park,"American (Traditional), Breakfast & Brunch",348,4,93454,34.94471515,-120.4356631,"726 S Broadway Santa Maria, CA 93454"
eX7o_-s5TmDT-DMfTV4cmw,Lucky's,"Steakhouses, American (Traditional), Cocktail Bars",345,4,93108,34.42123945,-119.6410275,"1279 Coast Village Rd Montecito, CA 93108"
sCYLA0avTDDj4AahUZu49g,Figueroa Mountain Brewing Company,Breweries,341,4.5,93427,34.61066,-120.2023,"45 Industrial Way Buellton, CA 93427"
omnCKxL0f_akh0eYeJxjDg,Seven Bar & Kitchen,"Bars, American (New), Music Venues",340,4,93101,34.4149562,-119.6913163,"224 Helena St Santa Barbara, CA 93101"
I0jFTYVDs-WHwKR2XHQlRA,Zen Yai Thai Cuisine,Thai,337,4,93101,34.41625,-119.69526,"425 State St Santa Barbara, CA 93101"
B_q2xoAgTyn6U4YNEc3kSw,China Pavilion,"Desserts, Coffee & Tea, Dim Sum",334,3.5,93101,34.42262,-119.70562,"1202 Chapala St Santa Barbara, CA 93101"
_ecVi-tVoaKHKYxNkxFj7w,Dave's Dogs Grill,Hot Dogs,333,4.5,93111,34.4380246,-119.7896264,"149 S Turnpike Rd Santa Barbara, CA 93111"
PVo1orQ9R7ZHfg90QACh-w,Your Choice Restaurant,"Thai, Ice Cream & Frozen Yogurt, Chicken Wings",332,4,93105,34.4405449,-119.73707,"3404 State St Santa Barbara, CA 93105"
YP9p5Q4kZVDTLpL-ps5kVg,Toscana,"Pizza, Italian, Wine Bars",331,4,93463,34.59564972,-120.1384735,"485 Alisal Rd Ste 163 Solvang, CA 93463"
BVzFvRrgMpL62oPIqGvLMg,South Coast Deli-Goleta,"Delis, Sandwiches",329,4.5,93111,34.4355666,-119.8092569,"185 S Patterson Ave Ste A Goleta, CA 93111"
eikRexw04kC6siBDkFnayQ,Shalhoob's Funk Zone Patio,"Tapas/Small Plates, American (New), Venues & Event Spaces",328,4.5,93101,34.41628,-119.69046,"220 Gray Ave Santa Barbara, CA 93101"
JSrab1rTrhBq0X80o6fPrQ,Red Pepper Restaurant,Chinese,326,4,93117,34.43416,-119.82858,"282 Orange Ave Goleta, CA 93117"
gjCxTVItFxk46rCZ-YaiFA,South Coast Deli- Chapala,Delis,324,4.5,93101,34.42506737,-119.7091551,"1436 Chapala St Santa Barbara, CA 93101"
7BSEe5GrJYQU3YW5FrdHHQ,Gotetsu,"Japanese, Beer Bar",323,4.5,93001,34.277554,-119.2688461,"2098 E Main St Ventura, CA 93001"
A6yonbI9VUcoYVn7r_2KcA,La Picosita,Mexican,322,4,93454,34.9616723,-120.4358676,"923 N Broadway Santa Maria, CA 93454"
vyOVT4bcW227LRwJGHTeSw,Buena Onda,"Argentine, Latin American, Empanadas",321,5,93103,34.42469,-119.68673,"724 E Haley St Santa Barbara, CA 93103"
XyYsl2OyoMi6OMvzsdcVoQ,MIZZA,"Italian, Pizza, Salad",320,4,93101,34.422807,-119.703594,"1112 State St Santa Barbara, CA 93101"
P_QAD4_iMgqTaWd5On_n3g,TAP Thai Cuisine,Thai,320,3.5,93105,34.440696,-119.732304,"3130 State St Santa Barbara, CA 93105"
fKrmWy4GFsrgdOYhN9pyZA,Trattoria Vittoria,Italian,319,4,93101,34.424871,-119.704733,"30 E Victoria St Santa Barbara, CA 93101"
0yEeLmX3WWKJD3weSutzGw,Eddie's Grill,"Salad, Burgers, Sandwiches",318,4.5,93436,34.6600827,-120.4582476,"1325 N H St Lompoc, CA 93436"
bbEXAEFr4RYHLlZ-HFssTA,The Original Habit Burger Grill,Burgers,318,4,93117,34.43544,-119.82466,"5735 Hollister Ave Goleta, CA 93117"
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,"Bakeries, Breakfast & Brunch, Coffee & Tea",317,4.5,93101,34.4145034,-119.689911,"131 Anacapa St Ste C Santa Barbara, CA 93101"
aFhPwy7OhyKah4cJY2QdEQ,Stonehouse Restaurant,American (New),317,4.5,93108,34.446845,-119.623092,"900 San Ysidro Ln San Ysidro Ranch Santa Barbara, CA 93108"
_hJ1AxC3GjDR_s_GGOxuFA,Trattoria Uliveto,"Italian, Bars",317,4,93455,34.863151,-120.44741,"285 S Broadway St Old Orcutt, CA 93455"
G_j4Fv1dwMHsTh--IE83ng,Sushi 805,"Japanese, Korean, Sushi Bars",317,3.5,93433,35.12147903,-120.6256638,"460 W Grand Ave Grover Beach, CA 93433"
-9r8nAzWyRSLxBWt8uQOdA,Hana Kitchen,"Asian Fusion, Bubble Tea, Vegetarian",315,3,93117,34.41325182,-119.8564651,"6558 Pardall Rd Isla Vista, CA 93117"
0ac5lGA_0wdKDnib3y59Xg,Flor De Maiz,"Cocktail Bars, Mexican",314,4,93101,34.41319174,-119.6884379,"29 E Cabrillo Blvd Santa Barbara, CA 93101"
bLnC1_-Kd_Z5qhHNQXCUfQ,Choppa Poke,"Poke, Asian Fusion, Seafood",314,4,93117,34.43039277,-119.8722246,"7000 Hollister Ave Ste 102 Goleta, CA 93117"
Gg2ZHe57Ztuv8JaFj0mNhw,Buddha Bowls,"American (New), Specialty Food",311,4.5,93117,34.41293,-119.85731,"901 Embarcadero Del Mar Isla Vista, CA 93117"
Y57sylYCgq2VQJuBCnjPfA,Oku,"Sushi Bars, Asian Fusion, Cocktail Bars",310,4,93101,34.413204,-119.688437,"29 E Cabrillo Blvd Santa Barbara, CA 93101"
bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,"Specialty Food, Delis, Sandwiches",310,4.5,93101,34.4164,-119.68949,"216 E Yanonali St Santa Barbara, CA 93101"
kbWKwvLXfJm5sLVfw-Foww,Jill's Place,"Steakhouses, American (New), Bars",308,4,93101,34.42078,-119.69534,"632 Santa Barbara St Santa Barbara, CA 93101"
vR1CkXuWHD2Afwj5FYI7tA,Peking Chinese Restaurant,Chinese,307,4,93003,34.2779577,-119.2139625,"5960 Telegraph Rd Ventura, CA 93003"
AQw0B8j9QV1RkFLLFiwkuw,Esau's Cafe,"Breakfast & Brunch, Burgers, Fish & Chips",306,4,93013,34.39649,-119.52181,"507 Linden Ave Carpinteria, CA 93013"
dvs-RLII_zdcxfjoqOFJzw,Saigon Noodle House,"Vietnamese, Noodles",304,3,93118,34.42928862,-119.8671267,"6831 Hollister Ave Ste L Goleta, CA 93118"
IxRQ7Mez1ezk_sAqd-L46g,Solvang Brewing Company,"Breweries, American (Traditional)",303,3,93436,34.64196015,-120.4576557,"234 North H St Lompoc, CA 93436"
H83Rs6qtK5KKKl4EUfmHSA,Lucky Thai Cuisine,Thai,303,4.5,93001,34.26338196,-119.2739105,"1141 S Seaward Ave Ventura, CA 93001"
wvyqKOQxIRBG0peLYC_EYw,Thai Elephant Thai Cuisine,Thai,303,4.5,93041,34.176813,-119.2186975,"718 W Channel Island Blvd Port Hueneme, CA 93041"
XgehM3pBZWuXi45J2dqRJQ,Green Table,"Juice Bars & Smoothies, Gluten-Free, Acai Bowls",301,4.5,93101,34.4178719,-119.7007018,"113 W De La Guerra St Santa Barbara, CA 93101"
krTxH1a9kzWgwvt3PVH8pQ,Zookers Cafe,"Burgers, American (Traditional), Beer Bar",299,4.5,93013,34.39543605,-119.5140181,"5404 Carpinteria Ave Carpinteria, CA 93013"
2avvxmTJoAJ7zQ9CgJe1bQ,Pho 805,Vietnamese,299,4,93463,34.594285,-120.139051,"435 Alisal Rd Solvang, CA 93463"
9wWBceTFLWWN4Xh54zzNUw,Mikado Sushi Santa Maria,"Japanese, Sushi Bars",299,4,93454,34.951328,-120.437916,"209 Town Ctr W Santa Maria, CA 93454"
hof7TtOyJZ7T9kPDuL8U5w,Jaffa Cafe,Mediterranean,298,4.5,93454,34.9141529,-120.4348329,"2530 S Broadway Ste A Santa Maria, CA 93454"
sor6oj-nuslOcSx7di4urA,Santa Barbara Fish Market,Seafood Markets,297,4,93109,34.40348268,-119.6936624,"117 Harbor Way Unit A Santa Barbara, CA 93109"
4CJtNEuAs6Z9OAb1IX5kwQ,American Host Restaurant,"Diners, Breakfast & Brunch",296,4.5,93436,34.63967,-120.45953,"113 N I St Ste D Lompoc, CA 93436"
8_r9EZL6vX5fPBoVh3gUrA,La Playa Azul Cafe,Mexican,295,4,93101,34.4228898,-119.6985434,"914 Santa Barbara St Santa Barbara, CA 93101"
hcJ-qIG7HX-0PekdNUftsA,Solvang Bakery,"Bakeries, Desserts, Cupcakes",292,4,93463,34.59423447,-120.1383209,"438 Alisal Rd Solvang, CA 93463"
SsHMgOW3TT48Z7jeV5beqQ,Kimchi Korean BBQ,"Korean, Barbeque",292,4,93105,34.4406899,-119.73238,"3132 State St Santa Barbara, CA 93105"
YXaCcpETNtxrNNK6TbUTlw,Sachi Ramen And Robata Bar,"Ramen, Sushi Bars",292,4,93101,34.41803268,-119.6999646,"721 Chapala St Santa Barbara, CA 93101"
TIjA5O45YIerWPnFnSuFhg,La Botte Italian Restaurant,Italian,287,4,93436,34.6512172,-120.4580409,"825 N H St Lompoc, CA 93436"
L3pWCR1-mOmoYkY3T1U3zg,Blast 825 Brewery,"Brewpubs, American (Traditional)",285,4,93455,34.8636802,-120.4474049,"241 S Broadway St Ste 101 Orcutt, CA 93455"
7zxiF4eCk32yLHveECUKUQ,Cracker Barrel Old Country Store,"American (Traditional), Breakfast & Brunch, Southern",285,3.5,93454,34.92411,-120.421472,"905 E Betteravia Rd Santa Maria, CA 93454"
p8Kbhn4_H6Kzc7iXz3eOKw,Cugini's Pizzeria & Trattoria,"Italian, Pizza, Sandwiches",284,4.5,93455,34.920483,-120.433719,"230 E Betteravia Rd Ste G Santa Maria, CA 93455"
g3qykJsR1tHN3Fv5Qm4Z5g,Cool Hand Luke's,"Steakhouses, Wine Bars, Beer Bar",284,3.5,93457,34.93770324,-120.416925,"1321 Nicholson Ave Santa Maria, CA 93457"
wMZAnrfwV-qHiV5zdTSrzw,The Creekside Restaurant & Bar,"American (New), Barbeque, Burgers",284,4,93110,34.44014,-119.77195,"4444 Hollister Ave Santa Barbara, CA 93110"
W_WJy7wYKXXS_eEAq8Ki8w,Floriano's Mexican Food,"Mexican, Breakfast & Brunch",279,4,93436,34.65639,-120.45799,"1129 N H St Lompoc, CA 93436"
0U8XjL7_6bBA198rfQjeNw,Panino,"Delis, Sandwiches",277,4,93441,34.66568,-120.11463,"2900 Grand Ave Los Olivos, CA 93441"
Xw_5QkLTyIEg6Hs-kXGNbg,Galanga Thai Restaurant,Thai,276,3.5,93101,34.41673,-119.6961,"507 State St Santa Barbara, CA 93101"
FWnPWNm6rudIscr95UtJtQ,Buffalo Wild Wings,"Chicken Wings, Sports Bars, American (Traditional)",272,2,93454,34.9240002,-120.422489,"795 East Betteravia Rd Santa Maria, CA 93454"
HOXbILWYZJkNUYYzYK_tZA,Arnoldi's Cafe,"Italian, Bocce Ball",271,4,93101,34.4232749,-119.6911442,"600 Olive St Santa Barbara, CA 93101"
TZCSEmQmz0Ah38R3K3XB0g,Urbane Cafe,"Sandwiches, Salad, American (New)",270,4.5,93454,34.924163,-120.424142,"655 E Betteravia Rd Santa Maria, CA 93454"
DEmAmcR4xNilT5WY5ImEFA,Vegan GreenGO,"Mexican, Vegan, Vegetarian",268,4,93105,34.440123,-119.740862,"3613 State St Santa Barbara, CA 93105"
apVGFjtV72Ap26ePJwwNKA,Good Seed Coffee Boutique,"Coffee & Tea, Bakeries, Cafes",267,4.5,93463,34.59615557,-120.1415413,"1607 Mission Dr Solvang, CA 93463"
1kVnChI4aqsPw9i2PVqkkw,Fresco Cafe,"American (Traditional), Italian, Breakfast & Brunch",265,4,93105,34.43941812,-119.7514181,"3987 State St Ste B Santa Barbara, CA 93105"
Wii0emk1VzfVJR57h4jtOg,Mai's Cafe,"Hawaiian, Vietnamese",265,3.5,93001,34.278404,-119.270621,"1967 E Main St Ventura, CA 93001"
Sw5HjInQGTnfVN1b30kEMA,Tower Pizza,"Pizza, Bars, Italian",264,4,93463,34.594357,-120.138617,"436 Alisal Rd Ste C & D Solvang, CA 93463"
sc-MRSa8K0BTE5m3tmgrQw,Clementine's Steak House,Steakhouses,262,4,93013,34.40140152,-119.524292,"4631 Carpinteria Ave Carpinteria, CA 93013"
iHdrLu8deF5GceB0V1rPhA,Oliver's,Vegan,261,4.5,93108,34.4212648,-119.6448233,"1198 Coast Village Rd Santa Barbara, CA 93108"
d0E938M2_4kcuULUdnj-Xw,Brass Bear Brewing & Bistro,Brewpubs,260,4.5,93101,34.41417,-119.68856,"28 Anacapa St Ste E Santa Barbara, CA 93101"
3xJ_6qxRA0sdUm3ThCPiCw,Giannfranco's Trattoria,Italian,259,4,93013,34.39659882,-119.5207214,"666 Linden Ave Carpinteria, CA 93013"
3n_lrB7lddt_6r2K9WD2Sw,Cubanissimo Cuban Coffee House & Cafe,"Cuban, Coffee & Tea, Sandwiches",259,4.5,93455,34.866128,-120.419895,"4869 S Bradley Rd Ste 118 Orcutt, CA 93455"
4NozMd-0ufrS7sUZ95948w,Island Brewing Company,Breweries,258,4.5,93013,34.39598031,-119.520957,"5049 6th St Carpinteria, CA 93013"
sz5SMsTOTAshdfsaK98-TA,Jane At The Marketplace,"American (New), Venues & Event Spaces",257,4,93117,34.42975,-119.87028,"6940 Marketplace Dr Goleta, CA 93117"
jtgBkAQuchDYgkdsebzLsQ,Old Town Coffee,Coffee & Tea,257,4.5,93117,34.43575457,-119.8283771,"5877 Hollister Ave Goleta, CA 93117"
S9HwsH8a-WHj50ztruZgsQ,Lotus,Vietnamese,254,3.5,93401,35.279753,-120.664072,"746 Higuera St San Luis Obispo, CA 93401"
E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,"Comfort Food, Diners, Burgers",253,4.5,93101,34.418031,-119.698437,"17 W Ortega St Santa Barbara, CA 93101"
lZ44dxn1TCzJaVBa8Ze8DQ,Sushi Teri,Japanese,253,3,93117,34.4414433,-119.8251058,"5746 Calle Real Goleta, CA 93117"
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,Cafes,252,4.5,93105,34.43029,-119.72093,"2220 Bath St Santa Barbara, CA 93105"
DqVpNtgFCP47n6frh-LREA,El Paseo Mexican Restaurant,Mexican,251,3.5,93101,34.4209747,-119.6988257,"10 El Paseo Santa Barbara, CA 93101"
xDxyQW1w-NuY-rIoNBtLAw,The Gathering Table,"American (New), Seafood",251,4.5,93463,34.63560567,-120.1150443,"2436 Baseline Ave The Ballard Inn Solvang (Ballard), CA 93463"
fApb6LKfOdy5u7MP0hsHKg,Kyoto,"Japanese, Sushi Bars, Vegetarian",251,3.5,93105,34.44065,-119.73392,"3232 State St Santa Barbara, CA 93105"
aOVpnuzdFEIp87NpGyNDkA,Itsuki,"Japanese, Sushi Bars, Soup",247,3,93117,34.42991786,-119.8775024,"7127 Hollister Ave Ste 30 Goleta, CA 93117"
aS7DU5JPbAZXX49kKkERog,Orcutt Burgers,"Burgers, Breakfast & Brunch, American (Traditional)",246,3.5,93455,34.86528015,-120.4191971,"1099 E Clark Ave Santa Maria, CA 93455"
VOcGcN0bvGU_nzxbJgR5jQ,Bettina,"Pizza, Italian",245,4.5,93108,34.42259,-119.65154,"1014 Coast Village Rd Santa Barbara, CA 93108"
sogyKO3mX7gtdBdarAm2AA,Pappy's Restaurants,"Mexican, Diners, Breakfast & Brunch",245,3.5,93454,34.92384925,-120.4159415,"1275 E Betteravia Rd Santa Maria, CA 93454"
QkgxZW7QYCgHlg17o6dF0g,Brekkies,Breakfast & Brunch,243,4.5,93463,34.59617544,-120.1395878,"1655 Mission Dr Solvang, CA 93463"
eoH4nxBTSu6kf-41pWDwJQ,Nutbelly Pizzeria and Deli,"Italian, Pizza",241,4,93013,34.39864349,-119.5191879,"915 Linden Ave Carpinteria, CA 93013"
5RsVAkDnMrcSbErS6P1eew,Cajé Coffee Roasters - Isla Vista,"Coffee & Tea, Bagels, Acai Bowls",239,4.5,93117,34.411997,-119.855139,"948 Embarcadero Del Norte Isla Vista, CA 93117"
AuwhyKvo3YyYijodJ4I1cw,Yamato Japanese Restaurant,"Sushi Bars, Japanese",239,4,93433,35.1211137,-120.6097587,"1741 W Grand Ave Ste E Grover Beach, CA 93433"
ERzIS-WRLw-80_B4yqcG3Q,Chuck's of Hawaii,"Steakhouses, Seafood",237,3.5,93105,34.4406206,-119.7503504,"3888 State St Santa Barbara, CA 93105"
ctVn7wMvJX8f4Z9SnOnrHw,The Bistro,"American (New), French, Seafood",236,3.5,93117,34.433341,-119.918381,"8301 Hollister Ave The Ritz Carlton Santa Barbara, CA 93117"
A263bVzMdU_-TIMhewOrjQ,Domingo's Cafe,"Breakfast & Brunch, American (Traditional), Mexican",235,4,93117,34.4359326,-119.8259593,"5782 Hollister Ave Goleta, CA 93117"
Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,"Bubble Tea, Asian Fusion, Vegan",234,3,93101,34.416504,-119.6956177,"503 State St Santa Barbara, CA 93101"
UjgqSqa4Biy34pHSEdwj_g,Gino's Sicilian Express,"Pizza, Sandwiches, Italian",233,4,93101,34.4220422,-119.7037809,"12 W Figueroa St Santa Barbara, CA 93101"
yw3vRR7XLIjEnlhMnVzR7w,Kai Sushi Shabu-Shabu,Sushi Bars,232,2.5,93101,34.41955,-119.69899,"738 State St Santa Barbara, CA 93101"
jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,"Japanese, Sushi Bars",231,4.5,93105,34.44019263,-119.7415157,"3631 State St Santa Barbara, CA 93105"
GtrY5U_M1ac3bYCk0DUeIg,Three Pickles Subs and Sandwiches,"Delis, Sandwiches",230,4.5,93101,34.422226,-119.698622,"126 E Canon Perdido St Santa Barbara, CA 93101"
S3QHy1sshUeZwXOYviVsXQ,Tre Lune,Italian,229,4,93108,34.4209378,-119.646244,"1151 Coast Village Rd Montecito, CA 93108"
8RlO6NuhWzXktp-1croq5A,Szechuan Restaurant,Szechuan,226,3.5,93109,34.4017649,-119.7224196,"1994 Cliff Dr Santa Barbara, CA 93109"
zeAfmYy9b1gfUJLRBHm6vQ,Presto Pasta,Italian,226,4,93105,34.4370613,-119.7256775,"2830 De La Vina St Santa Barbara, CA 93105"
2swMZVA832zkmdPBrddPRQ,Backyard Bowls,"Juice Bars & Smoothies, Breakfast & Brunch, Acai Bowls",224,4,93117,34.44151449,-119.8231256,"5668 Calle Real Goleta, CA 93117"
B2Mpi0gW4-oFFVKkDpIxvg,Pattaya Thai Restaurant,Thai,224,3.5,93117,34.43635,-119.82931,"5918 Hollister Ave Goleta, CA 93117"
RCqlEf55m1A7vq_LQBRmlA,peasants FEAST,American (Traditional),224,4.5,93463,34.59560526,-120.1422291,"487 Atterdag Rd Solvang, CA 93463"
b2Za53CjptGyf9K0fFnrAg,Petrini's Italian Restaurant - Santa Barbara,"Pizza, Italian",224,3.5,93105,34.43980386,-119.7283962,"14 W Calle Laureles Santa Barbara, CA 93105"
0it-2gWk_gyuZyEMQzBBuQ,Corktree Cellars Wine Bar & Bistro,"American (New), Wine Bars",223,4,93013,34.3983227,-119.5188107,"910 Linden Ave Carpinteria, CA 93013"
_r-F4zZaQiJwI6G8mGVNdw,Papa Napoli Italian Deli,"Delis, Sandwiches",221,4.5,93454,34.9231796,-120.4323196,"325 E Betteravia Rd Santa Maria, CA 93454"
CYwC5OjwCN6ib_AQDxi3Ow,In-N-Out Burger,"Fast Food, Burgers",221,4,93111,34.442941,-119.790779,"4865 Calle Real Goleta, CA 93111"
PaeJlJid8cScsUm3FoVU0g,Actor's Corner Café,"Modern European, Italian",221,4.5,93463,34.5947461,-120.1414375,"443 2nd St Solvang, CA 93463"
kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,"Japanese, Sushi Bars",221,3.5,93109,34.4017849,-119.720842,"1812 Cliff Dr Santa Barbara, CA 93109"
V2RNGeJMUo7neFM8ELHoCA,Jack's In Old Orcutt,"American (Traditional), Breakfast & Brunch",219,3.5,93455,34.86442,-120.44695,"156 S Broadway St Ste C Orcutt, CA 93455"
HUAG1gN-47fNBQjV1KT91Q,Ragin' Pot,"Hot Pot, Asian Fusion, Vietnamese",219,4.5,93041,34.176303,-119.20647,"301 W Channel Islands Blvd Port Hueneme, CA 93041"
c0p9TawJSQHchy5aL8NWgQ,Rosales Mexican Restaurant,"Mexican, Seafood, Breakfast & Brunch",217,4.5,93103,34.4238273,-119.6836649,"827 E Montecito St Santa Barbara, CA 93103"
3qBmXodR7K3fJDq5P328CA,Chow-Ya,"Asian Fusion, Japanese, Korean",216,4.5,93436,34.639228,-120.449546,"713 E Ocean Ave Lompoc, CA 93436"
5nDwOxgDAzr1L1QmM2uOyQ,Boonie Thai Cuisine,"Thai, Seafood",215,4,93454,34.95278,-120.42761,"618 E Main St Santa Maria, CA 93454"
nnn78cplvQGZSMVblpI5gQ,Mandarin Palace,Chinese,213,3.5,93105,34.4391031,-119.7526713,"3955 State St Santa Barbara, CA 93105"
PIVmLUhxjg9-V6LBm6hScg,Thai Hut Restaurant,Thai,213,4,93455,34.88283157,-120.435791,"120 E Foster Rd Santa Maria, CA 93455"
-r6nmLB5Vi2TLQCxh0_dtw,South Coast Deli- Carrillo,"Delis, Sandwiches",212,4.5,93101,34.42168,-119.70128,"10 E Carrillo St Santa Barbara, CA 93101"
4VW4_ghjdYw0Wl40Voa9cw,Delgado's Mexican Foods,Mexican,211,3.5,93013,34.40208817,-119.5297546,"4401 Carpinteria Ave Carpinteria, CA 93013"
ju4YP8SLdR_BmWr_-Xh83Q,Phamous Cafe,Vietnamese,211,4,93117,34.428242,-119.876408,"7127 Hollister Ave Ste 25 Goleta, CA 93117"
tzWvOcpFdQf1VsocfCrcbQ,Gino's Pizza Buellton,"Pizza, Italian",209,4,93427,34.614555,-120.193393,"383 Avenue of Flags Ste E and F Buellton, CA 93427"
Qki5LF9vIN7KPM3gn2WkJQ,On The Alley - Goleta,"American (Traditional), Burgers, Breakfast & Brunch",209,4,93117,34.429785,-119.872615,"7038 Market Pl Dr Goleta, CA 93117"
xkS_mRHVHuX0ko6kVIyBdA,Masala Spice Indian Cuisine,Indian,209,4,93117,34.4414748,-119.8256831,"5796 Calle Real Goleta, CA 93117"
hioiv9vcEdCfe2soMPobbA,China Kitchen,"Dim Sum, Szechuan, Noodles",207,4,93003,34.26220708,-119.2384252,"4020 E Main St Ste B2 Ventura, CA 93003"
gIVAahsnJ8L9__clHNSmFg,Suvans Kitchen,"Thai, Chinese, Laotian",206,4,93436,34.661272,-120.458653,"129 W Central Ave Lompoc, CA 93436"
_CCMOpB5LqSoJGfEfnXkTg,Red Robin Gourmet Burgers and Brews,"Burgers, American (Traditional)",206,2.5,93454,34.95085388,-120.4346205,"101 Town Ctr E Santa Maria, CA 93454"
8r_n8JdKQ0gePm2neSkL7A,Sushi Ai,Japanese,204,3,93117,34.429533,-119.872188,"7020 Marketplace Dr Goleta, CA 93117"
_vLfidpLDYHfZ_KnFZ75Lg,Super Cucas,"Mexican, Fast Food, Breakfast & Brunch",203,3.5,93117,34.4123151,-119.8545906,"6527 Madrid Rd Isla Vista, CA 93117"
KSduzW7Fg1ny1Skf7DFbIw,Maya Mexican Restaurant,Mexican,200,3.5,93458,34.952485,-120.437193,"110 S Lincoln St Ste 106 Santa Maria, CA 93458"
rPVmM0aJbC6lU_mnDiZ2Rw,Tee-Off Restaurant and Lounge,"Steakhouses, Bars",200,4,93105,34.44009,-119.74135,"3627 State St Santa Barbara, CA 93105"
#NAME?,First & Oak,"Modern European, American (New)",199,4.5,93463,34.593866,-120.140682,"409 1st St Solvang, CA 93463"
w_569CnGh6afTT5XT8FPHg,Pizzeria Bello Forno,"Pizza, Wine Bars, Italian",198,4.5,93455,34.8652649,-120.4467466,"119 E Clark Ave Orcutt, CA 93455"
JO6sIJOGi_9Om6hgdSEAcw,Yanagi Sushi & Grill,"Sushi Bars, Teppanyaki",198,2.5,93454,34.915916,-120.4362372,"2431 S Broadway Santa Maria, CA 93454"
RRGLss4hhvZZuR0N6GQlSw,Nook,"American (Traditional), Soul Food",197,4,93101,34.4157328,-119.6884605,"116 Santa Barbara St Santa Barbara, CA 93101"
6TciI6uBdrd8z1av1YleLg,Pepe's Mexican Restaurant,Mexican,197,3.5,93117,34.43519,-119.82859,"254 Orange Ave Goleta, CA 93117"
k1XGvBoPAXdPoGC2W-f2aA,Kanaloa Seafood,"Seafood, Seafood Markets",197,4,93103,34.4178811,-119.6999881,"715 Chapala St Santa Barbara, CA 93103"
bFWH7wlto7jjjwce5ZV--A,Home Plate Grill,"Burgers, Pizza, Breakfast & Brunch",196,4.5,93117,34.4328449,-119.8842221,"7398 Calle Real Ste C Goleta, CA 93117"
RswIf0BmQyOugsdCbt56aw,Magic Dragon Asian Cuisine,"Chinese, Asian Fusion, Japanese",196,4,93454,34.94422,-120.43552,"800 S Broadway Ste 105 Santa Maria, CA 93454"
G-8UT00RnVZGHxg8UTJdDw,Viking Garden Restaurant,"American (Traditional), Pubs, Mexican",196,3,93463,34.5946518,-120.1384287,"446 Alisal Rd Ste C Solvang, CA 93463"
RiBAYUFiHMrDUfE44_f-Dg,Banh-Mi Grill,Vietnamese,194,5,93003,34.27290359,-119.2620679,"2611 E Thompson Blvd Ste 108 Ventura, CA 93003"
jssubXBNkiSJIhbKuDtmpQ,Sushi Teri House,"Japanese, Sushi Bars",194,3.5,93101,34.4185472,-119.7059044,"1013 Bath St Santa Barbara, CA 93101"
FBVEH8n-DHp7qyL08D4LZA,Tasty China,"Dim Sum, Szechuan, Shanghainese",193,4.5,93004,34.27272,-119.17065,"9493 Telephone Rd Ste 104 Ventura, CA 93004"
#NAME?,Tinker's Burgers,Burgers,192,4,93067,34.421565,-119.601296,"2275 Ortega Hill Rd Ste C Summerland, CA 93067"
fB_mHfTRX5G9zCi2UFyQ0Q,Umami Sushi,"Sushi Bars, Japanese, Korean",191,4,93436,34.64838105,-120.4589829,"697 N H St Lompoc, CA 93436"
Y1oNZ4-Bmyy9qS4gyxs3kQ,Tequila Mexican Restaurant,Mexican,190,4.5,93427,34.61401,-120.1945,"35 W Hwy 246 Buellton, CA 93427"
UA3HxLprLSOO9J6l1iR2Cg,China Palace,"Chinese, Seafood, Vegetarian",190,3.5,93108,34.42176,-119.64945,"1070 Coast Village Rd Santa Barbara, CA 93108"
pW18nFwq8ya4kFtSAZKMWg,Panino Solvang,Delis,189,4,93463,34.59541,-120.13991,"475 1st St Solvang, CA 93463"
r8tU21scBflMxWiBESPtRQ,Shang Hai,"Chinese, Vegetarian",189,4.5,93103,34.4300129,-119.6898256,"830 N Milpas St Santa Barbara, CA 93103"
DBtNuEt5U_dXoalpU8rbcQ,Outpost,"American (Traditional), Breakfast & Brunch",188,4,93117,34.441628,-119.821002,"5650 Calle Real Goleta, CA 93117"
3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,"Donuts, Coffee & Tea, Breakfast & Brunch",187,4.5,93101,34.42287612,-119.7039008,"1131 State St Santa Barbara, CA 93101"
ZmhyvoDOyOH5nrEJBw6i9Q,Gourmet Oriental,Chinese,186,4,93001,34.28143,-119.30172,"67 W Main St Ste C Ventura, CA 93001"
